Wall time,Step,Value
1716459294.3319116,43,1.3349504470825195
1716459409.6015587,95,0.9298684597015381
1716459573.0364368,168,0.9279773235321045
1716459708.5850856,230,1.079186201095581
1716459720.035788,235,1.050614356994629
1716459763.6340249,256,1.0921417474746704
1716459801.3756623,274,0.7924355864524841
1716459880.2099903,309,0.7053559422492981
1716459884.0919793,311,0.7964863181114197
1716459902.5233755,319,0.6595069169998169
1716460249.6221821,475,0.8901498913764954
1716460386.1609974,537,0.9726443290710449
1716460482.5070655,580,0.8040950894355774
1716460497.5111885,587,1.418002963066101
1716460605.0661423,635,0.5925582647323608
1716460633.0128953,648,0.7720338702201843
1716460778.8625715,715,0.70582515001297
1716460850.3078525,723,0.9612442851066589
1716461030.8542683,803,0.8223923444747925
1716461044.478668,809,0.9170029759407043
1716461104.1919386,837,0.2126791924238205
1716461497.3689783,1015,0.7531203031539917
1716461615.8454983,1067,0.8059760928153992
1716461698.2773902,1105,0.4708501398563385
1716461867.209503,1181,0.7213287353515625
1716462047.3614364,1262,0.5428546667098999
1716462168.5956912,1317,0.6976892352104187
1716462175.174451,1320,0.38898205757141113
1716462206.6819835,1334,0.19507767260074615
1716462215.8752246,1338,0.8063521981239319
1716462319.6401615,1386,0.5627322196960449
1716462334.9754047,1393,0.6049097776412964
1716462483.0917995,1437,0.7049100399017334
1716462739.6565087,1553,0.44933637976646423
1716463046.0117068,1692,0.5637444257736206
1716463142.265414,1735,0.4562525153160095
1716463148.3238604,1738,0.5850536227226257
1716463385.0030801,1845,0.5935781002044678
1716463456.6918387,1878,0.5226026773452759
1716463546.0683527,1918,0.6371312141418457
1716463614.8082135,1948,0.43060538172721863
1716463813.6795845,2037,0.4322941303253174
1716463945.622644,2097,0.35341310501098633
1716464229.1953883,2200,0.6781251430511475
1716464369.3055155,2263,0.36232617497444153
1716464468.6641738,2308,0.5087103843688965
1716464649.327691,2390,0.4026232957839966
1716464754.8636556,2437,0.5687116980552673
1716464793.5257227,2454,0.5644017457962036
1716464798.6923692,2456,0.4561608135700226
1716464871.6341772,2486,0.5090131163597107
1716464873.2571096,2487,0.5872109532356262
1716464899.441768,2499,0.650593638420105
1716464909.504195,2504,0.5633721351623535
1716464974.6964269,2533,0.2480756789445877
1716465308.873704,2686,0.6363362669944763
1716465429.2163053,2741,0.44169414043426514
1716465983.3607137,2968,0.3846621513366699
1716466139.3590744,3039,0.4474087953567505
1716466418.3410726,3162,0.42819568514823914
1716466571.7169075,3231,0.4153221845626831
1716466605.7408314,3247,0.5462201833724976
1716466607.6694925,3248,0.23779313266277313
1716466737.8950493,3306,0.47041165828704834
1716467118.0275218,3481,0.5509138107299805
1716467476.9028163,3619,0.39628180861473083
1716467481.2611158,3621,0.36070504784584045
1716467595.0231087,3671,0.32915645837783813
1716467747.5579042,3742,0.4615519344806671
1716467910.4275787,3815,0.39052948355674744
1716467925.3453455,3822,0.35831913352012634
1716468154.9327614,3929,0.5052437782287598
1716468215.9256918,3957,0.42426133155822754
1716468396.079093,4037,0.19470734894275665
1716468531.29887,4099,0.32500240206718445
1716468750.454375,4197,0.32460397481918335
1716468829.6266382,4233,0.4127909541130066
1716469062.0446794,4318,0.2631929814815521
1716469245.015844,4401,0.32829025387763977
1716469452.4484015,4493,0.4114655554294586
1716469490.7537725,4510,0.4873056709766388
1716469827.926673,4665,0.3341818153858185
1716469839.173325,4669,0.31111493706703186
1716469858.249488,4677,0.31996631622314453
1716470109.2466655,4789,0.35374051332473755
1716470139.8393993,4803,0.3788164556026459
1716470343.078535,4895,0.3093930780887604
1716470518.9615238,4972,0.2583698034286499
1716470875.0582252,5107,0.33037862181663513
1716470939.0776405,5135,0.30922314524650574
1716471409.772822,5346,0.3060195744037628
1716471442.4814208,5360,0.3245798945426941
1716471574.692806,5421,0.4442186951637268
1716471859.0153863,5550,0.42527294158935547
1716472151.3150098,5680,0.2613612711429596
1716472243.9698665,5724,0.2834456264972687
1716472488.363043,5809,0.2991153597831726
1716472615.9205923,5865,0.29187434911727905
1716472631.1299698,5872,0.2876878082752228
1716472707.7914555,5908,0.2634199261665344
1716472895.2558968,5991,0.2975296080112457
1716473366.0755925,6201,0.5028250217437744
1716473407.3435884,6220,0.30093318223953247
1716473557.6697204,6290,0.20029228925704956
1716473752.0448363,6377,0.2279568463563919
1716474112.4789894,6521,0.3766236901283264
1716474230.2255347,6575,0.40225741267204285
1716474295.6445446,6604,0.2791132628917694
1716474509.7226186,6700,0.521253764629364
1716474537.3270423,6712,0.29152223467826843
1716474855.9277124,6855,0.2870752215385437
1716475107.8756874,6967,0.2193230539560318
1716475439.29253,7115,0.25215664505958557
1716475528.2370186,7156,0.22984781861305237
1716476086.6561782,7383,0.28907346725463867
1716476257.9925303,7461,0.35589349269866943
1716476264.129122,7464,0.32099229097366333
1716476299.4716852,7479,0.21543216705322266
1716476372.7193036,7512,0.2036408632993698
1716476984.3762658,7789,0.4415454566478729
1716477006.6907823,7799,0.4279785752296448
1716477089.4037306,7834,0.28539976477622986
1716477484.5098288,7992,0.29818007349967957
1716477649.2502303,8067,0.3554704487323761
1716477906.8088348,8181,0.26483452320098877
1716477998.5884619,8222,0.20084473490715027
1716478312.6329982,8364,0.4036359190940857
1716478324.3486366,8369,0.2744561433792114
1716478344.4571266,8378,0.37352558970451355
1716478616.2579594,8499,0.3196360170841217
1716478635.6015875,8509,0.31141161918640137
1716478839.488587,8602,0.2645649015903473
1716479506.9179783,8879,0.3641193211078644
1716479572.8268774,8908,0.3663330376148224
1716479622.966426,8929,0.20004336535930634
1716479638.207512,8936,0.21849948167800903
1716479768.3863237,8994,0.24791105091571808
1716480351.271106,9261,0.15479275584220886
1716480793.8450336,9436,0.23436707258224487
1716480868.5066593,9469,0.2220900058746338
1716481060.945214,9555,0.2860446274280548
1716481089.8067942,9568,0.3545806407928467
1716481335.3106217,9681,0.21653075516223907
1716481374.3644454,9699,0.250367134809494
1716481697.4624786,9844,0.4209510087966919
1716481841.5916429,9908,0.3033295273780823
1716482289.8567796,10085,0.28432193398475647
1716482715.110102,10277,0.4913845658302307
1716482730.4969597,10284,0.32607483863830566
1716482986.2390418,10400,0.20169492065906525
1716483164.5585403,10480,0.1388685554265976
1716483259.8802972,10523,0.12305834889411926
1716483447.7416916,10608,0.19888678193092346
1716483550.272792,10655,0.13682393729686737
1716483675.803462,10712,0.288022518157959
1716483828.377984,10758,0.23188135027885437
1716483830.591393,10759,0.18368640542030334
1716483876.759608,10781,0.2939848005771637
1716484011.797664,10842,0.21358835697174072
1716484031.1967847,10851,0.2005990445613861
1716484146.9305418,10903,0.19293873012065887
1716484153.8593783,10906,0.19977279007434845
1716484236.2707992,10944,0.18556362390518188
1716484286.9787498,10967,0.3590233027935028
1716484304.9769688,10975,0.2378600537776947
1716484408.1496236,11021,0.13276837766170502
1716484593.5545666,11103,0.33003073930740356
1716484636.670676,11122,0.3987484276294708
1716484806.6624606,11199,0.2865430414676666
1716485299.0288553,11420,0.1520354449748993
1716485469.8227048,11473,0.3540138006210327
1716485516.511516,11493,0.19546808302402496
1716485581.6715875,11524,0.24915315210819244
1716485599.9455717,11533,0.23554055392742157
1716485676.3090346,11567,0.4727878272533417
1716485860.8195174,11649,0.27950286865234375
1716485942.8429983,11686,0.2724657952785492
1716486113.705083,11760,0.11334189027547836
1716486360.3742914,11874,0.2909674346446991
1716486567.9236462,11970,0.2759181559085846
1716486580.049841,11975,0.2645636796951294
1716486658.2954001,12011,0.45757538080215454
1716486943.7838666,12139,0.25094175338745117
1716487004.298007,12165,0.21622097492218018
1716487046.8160367,12185,0.2077324539422989
1716487332.9149497,12291,0.15577581524848938
1716487586.309202,12406,0.3009134531021118
1716487701.8031158,12459,0.253738671541214
1716488179.990129,12672,0.18974852561950684
1716488636.2351081,12878,0.25064170360565186
1716488827.2395735,12940,0.23596233129501343
1716489004.6165261,13018,0.155390202999115
1716489041.1708841,13035,0.17382873594760895
1716489102.8316941,13062,0.3043883740901947
1716489151.3435059,13083,0.21356402337551117
1716489177.9439538,13095,0.18151746690273285
1716489213.342759,13110,0.2374611347913742
1716489865.2936394,13403,0.146536722779274
1716489875.0873427,13407,0.1851864606142044
1716490092.843702,13505,0.1345115602016449
1716490180.7774482,13547,0.13315077126026154
1716490291.992918,13598,0.2591134011745453
1716490341.151058,13621,0.2258474975824356
1716490519.5571358,13680,0.3354564607143402
1716490807.612161,13811,0.19641229510307312
1716490974.5800934,13885,0.16718263924121857
1716491410.406644,14081,0.21223260462284088
1716491725.8894053,14222,0.2588213384151459
1716491887.7900696,14295,0.0860162153840065
1716491945.5408356,14321,0.17724919319152832
1716491985.872479,14339,0.14337700605392456
1716492166.1896691,14398,0.24054722487926483
1716492276.5684373,14448,0.17249071598052979
