Wall time,Step,Value
1716049899.911523,1,0.22808463871479034
1716056265.1123588,2,0.1868908554315567
1716062633.029795,3,0.17415377497673035
1716069001.157413,4,0.16570515930652618
1716075368.0372686,5,0.15921132266521454
1716081739.7255368,6,0.15368543565273285
1716088107.932053,7,0.14957129955291748
1716094483.072938,8,0.1457088142633438
1716100873.7748308,9,0.14279375970363617
1716107265.6563668,10,0.14023609459400177
1716113662.8992229,11,0.1378602385520935
1716120053.0187879,12,0.1356257051229477
1716126455.4435973,13,0.13396726548671722
1716132841.6077027,14,0.13194935023784637
1716139227.881195,15,0.1306590735912323
1716145622.7932608,16,0.128945991396904
1716152018.044946,17,0.1277511566877365
1716158415.4138281,18,0.12644170224666595
1716164818.2498145,19,0.12501826882362366
1716171263.3369462,20,0.12420961260795593
1716177722.3840404,21,0.12310119718313217
1716184183.651919,22,0.12220579385757446
1716190647.4916782,23,0.12122281640768051
1716197114.5035925,24,0.12046414613723755
1716203580.6212296,25,0.1197926476597786
1716210053.267373,26,0.11900650709867477
1716216524.5481794,27,0.11810190230607986
1716222995.7777288,28,0.1174197793006897
1716251104.959612,29,0.11671309918165207
1716257522.5247254,30,0.11603185534477234
1716263965.2393901,31,0.11541759967803955
1716270414.7421384,32,0.11483574658632278
1716276862.6252997,33,0.11405375599861145
1716283314.8162506,34,0.11354968696832657
1716289755.6402326,35,0.11306141316890717
1716296199.3901005,36,0.11252652853727341
1716302649.517026,37,0.11191356182098389
1716309086.3655093,38,0.1115298792719841
1716315496.9858804,39,0.11120788753032684
1716321877.7962718,40,0.11065064370632172
1716328257.3525279,41,0.11009250581264496
1716334640.273165,42,0.10958722978830338
1716341023.5534356,43,0.10918567329645157
1716347413.0605004,44,0.1088455393910408
1716353803.0439436,45,0.10837944597005844
1716360197.0481365,46,0.10781170427799225
1716366615.7534432,47,0.10745890438556671
1716373040.986208,48,0.10728700459003448
1716379448.3875208,49,0.10702048987150192
1716385870.6475563,50,0.10643889009952545
1716392260.6185117,51,0.10621708631515503
1716398672.0578318,52,0.10572147369384766
1716405096.0146651,53,0.10555009543895721
1716411519.138832,54,0.10525429993867874
1716417957.1586902,55,0.10489002615213394
1716424388.7546928,56,0.10453016310930252
1716430792.6020415,57,0.1049167588353157
1716437206.4062192,58,0.10445672273635864
1716443614.67679,59,0.10423431545495987
1716450023.729723,60,0.10396793484687805
1716456431.0665283,61,0.1037217378616333
1716462850.66548,62,0.10349919646978378
1716469251.303853,63,0.10322779417037964
1716475655.241115,64,0.10304144769906998
1716482075.2953587,65,0.10280230641365051
1716488499.5616734,66,0.10254593193531036
1716494930.0547307,67,0.10219437628984451
1716539010.1788366,68,0.10179273784160614
1716545387.3165538,69,0.10146749764680862
1716551763.4525778,70,0.101383738219738
1716558154.3384023,71,0.10096786171197891
1716564551.311657,72,0.10079924762248993
1716570938.5674984,73,0.10055749863386154
1716577329.9181068,74,0.1004030704498291
1716583724.5303903,75,0.10026189684867859
1716590114.1720765,76,0.1000773012638092
1716596498.2049966,77,0.09979961067438126
1716602885.64072,78,0.09961073100566864
1716609275.017848,79,0.09952317178249359
1716615672.4511495,80,0.09926741570234299
1716622070.042883,81,0.09911411255598068
1716628473.0125804,82,0.09885624796152115
1716634926.3052216,83,0.09870239347219467
1716641395.9163938,84,0.09849964827299118
1716647865.4171417,85,0.0983118861913681
1716654348.5467982,86,0.09814289957284927
1716660835.9078588,87,0.09799253195524216
1716667322.7846832,88,0.09790054708719254
1716673803.8483632,89,0.09770488739013672
1716680303.2274604,90,0.09755757451057434
1716686792.5611482,91,0.0973714292049408
1716693282.4377308,92,0.09727639704942703
1716699771.8122158,93,0.09715450555086136
1716706264.7223613,94,0.09700874239206314
1716712760.6799023,95,0.09685005992650986
1716719264.052258,96,0.09694037586450577
1716725771.3109074,97,0.0967978686094284
1716732271.7671561,98,0.09666842222213745
1716738767.3305764,99,0.09661000967025757
1716745267.2575095,100,0.09651161730289459
